StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q3,Q4,Q4_1_TEXT,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q7,Q8,Q9,Q9_7_TEXT,Q10
8/10/2019 10:55,8/10/2019 11:00,0,100,301,1,8/10/2019 11:00,R_2y3jeVDWSNyriww,12AZER,1,8/10/2019,1,2,2,2,1,1,2,Pay off debt,Begin to save to buy a house and/or start a business,"4,7","The mentee has some short and long term goals. We decided to track expenses so that we could come up with ways to free up money to pay down debt. Mentee is very organized and aware of need to pay down debt. Mentee is also organized about bill payments, but has not done a ""Track Spending"" exercise. Mentee has committed to track expenses for august and bring to our September meeting.",
8/12/2019 19:07,8/12/2019 19:12,0,100,292,1,8/12/2019 19:12,R_1KwmIlYvg4hFvQc,10adel,1,8/12/2019,1,1,2,2,1,1,,become better at managing finances,Pay off credit cards,4,,
8/7/2019 13:11,8/7/2019 13:12,0,18,15,0,8/14/2019 13:12,R_1f7stSxC767Zp3O,,,,,,,,,,,,,,,
8/20/2019 20:18,8/20/2019 20:23,0,100,296,1,8/20/2019 20:23,R_325X9XRkErkQBCa,23MRIS,1,8/20/2019,1,1,1,2,1,1,1,Develop a personal financial management system where they feel organized,Long- term savings - college and retirement,3,,"This is a good profile for someone who can be helped by Money Mentors - good building blocks (career, motivation, goals), but who needs some organization and a little education and guidance."
8/26/2019 11:41,8/26/2019 11:44,0,100,173,1,8/26/2019 11:44,R_2rZNQzqJ0jI4MND,12JBro,1,8/19/2019,3,2,2,2,1,2,2,Understand where there money is going.,Pay down debt.,4,,I was concerned that they had a timeshare. I didn't comment on it. As we didn't discuss in class.
8/29/2019 12:30,8/29/2019 12:39,0,100,548,1,8/29/2019 12:39,R_22PlHtXVXVFPiS9,30MERA,1,8/24/2019,1,,2,2,1,,1,We're trying to figure that out.,Pay down credit card debt,"4,7",Mentee has a lot of competing goals. I am going to try to identify these and then try to prioritize them.," another mentor, sat in on the first session to me mentored as a mentor. She contributed positively on several occasions and appears to me that she will be a good mentor when on her own.
"
8/29/2019 17:48,8/29/2019 21:43,0,100,14100,1,8/29/2019 21:43,R_2B2UbyaaX6FAdux,20MWAY,1,8/14/2019,1,2,2,1,1,2,2,Credit,Getting ahead and saving,2,,
8/30/2019 9:55,8/30/2019 9:58,0,100,161,1,8/30/2019 9:58,R_25EmwDJGCet0kt2,20GALK,1,8/29/2019,1,2,2,1,1,2,2,Debt management,Bill payment,2,,
8/26/2019 14:16,8/26/2019 15:05,0,18,2911,0,9/2/2019 15:05,R_25EGLZUnUSdi1nx,,,,,,,,,,,,,,,
9/3/2019 11:28,9/3/2019 11:30,0,100,119,1,9/3/2019 11:30,R_6M9hqePt9nZASsN,,1,9/3/2019,1,1,,2,2,,,Watch expenses,lower debt,6,,Mentee was smarter than me.
8/28/2019 13:34,8/28/2019 13:34,0,55,19,0,9/4/2019 13:34,R_qVF8WQVyRZCMWch,,,,,,,,,,,,,,,
8/28/2019 15:25,8/28/2019 15:25,0,18,8,0,9/4/2019 15:25,R_3lrTtsJinCoLaE0,,,,,,,,,,,,,,,
9/6/2019 12:00,9/6/2019 12:04,0,100,240,1,9/6/2019 12:04,R_3MmrWaKkb0890Wi,22AELL,1,9/6/2019,1,2,2,2,2,2,2,Save for travel,"Not identified by mentee, but suggest by mentor:  establish an emergency fund","4,7","Grad student hoping to take advantage of her free time before she graduates and starts her career.  Her goal is to travel as much as possible while in school, without getting in debt.",
9/12/2019 20:11,9/12/2019 20:40,0,18,1717,0,9/19/2019 20:40,R_31ycRvWc2qjlrG8,,,,,,,,,,,,,,,
10/1/2019 13:47,10/1/2019 13:51,0,100,237,1,10/1/2019 13:51,R_2ZTC3lurYURCqhp,30bide,1,10/1/2019,1,1,1,2,2,1,1,Planning for retirement in 5 years,Decide whether to pay mortgage more quickly rather than put so much in savings & retirement ,5,,
10/25/2019 16:40,10/25/2019 16:43,0,100,162,1,10/25/2019 16:43,R_25WoaJsKOI4BIOt,80EKIM,1,10/16/2019,1,,1,2,2,2,2,Payoff credit cards,Build savings for marriage and travel,1,,
10/26/2019 19:51,10/26/2019 19:51,0,18,30,0,11/2/2019 19:51,R_XZJBsjmb28DlFNn,,,,,,,,,,,,,,,
11/6/2019 10:25,11/6/2019 10:28,0,100,158,1,11/6/2019 10:28,R_YXgIRQ6g5UqhBHb,30bide,1,10/1/2019,1,1,1,2,2,1,1,Plan for retirement,Pay off mortgage,5,,
11/15/2019 18:45,11/15/2019 18:47,0,100,136,1,11/15/2019 18:47,R_RIHRppNcFGSqVgd,10Kant,1,11/15/2019,1,2,1,2,2,1,2,Understand about saving for retirement,understanding how canceling cards and credit works,1,,
11/25/2019 7:21,11/25/2019 7:27,0,100,383,1,11/25/2019 7:27,R_2wuFaxyh4rDCjtd,10AZAK,1,11/21/2019,3,1,1,2,1,,2,Pay off credit card debt,Avoid future credit card debt issues,2,,Great couple.  Working hard to get debt free.
12/5/2019 14:18,12/5/2019 14:33,0,100,917,1,12/5/2019 14:33,R_1Lcg75xfnjls47g,21GEALK,1,12/4/2019,1,2,2,1,1,2,2,Figuring out the debt situation. Mentee has credit card and payday loans that are being paid off by credit resolution company and he has no idea what the current status is.,"Getting financial life organized, and creating a budget","5,7","Due to travel and holidays, next meeting will be on January 6, 2020",Mentee got a promotion and large salary increase which caused him to spend too much too quickly. He has credit card debt and payday loans that will take a year or more to resolve
12/6/2019 9:38,12/6/2019 9:50,0,100,696,1,12/6/2019 9:50,R_3CPca4sYO2fJG5p,30TLiu,1,12/4/2019,1,2,2,2,2,1,2,"Since he was given a lump sum from his parents at the beginning of the year to live off of, our first priority was to set up a savings account at the same bank and move the bulk of his money to it. ",We then developed a spending plan for his monthly expenses and came up with a plan for him to pay himself a monthly allowance from his bulk savings. We also discussed how the next 6 months of spending would look like given his upcoming big purchases like a vacation to Mexico and semester piano lessons. ,"1,4,7","With the holidays, it was easiest to meet at the start of the new year and before his vacation. ",Ready for another mentee!
12/9/2019 12:09,12/9/2019 12:15,0,100,386,1,12/9/2019 12:15,R_BRHLIcVyIqSY2cN,90KWAN,1,12/5/2019,1,2,2,1,,1,,Learn how to budget,Pay own bills,"4,7",Waiting till after Holidays to meet again per mentees' request,
12/3/2019 15:29,12/3/2019 15:31,0,18,68,0,12/10/2019 15:31,R_1Ebvq7y1wgJzbmV,,,,,,,,,,,,,,,
12/4/2019 10:59,12/4/2019 10:59,0,55,24,0,12/11/2019 10:59,R_3j8qtQH4zP6TcPB,,,,,,,,,,,,,,,
12/4/2019 13:51,12/6/2019 10:28,0,55,160599,0,12/13/2019 10:28,R_ph2Qv75IlBPBFNT,,,,,,,,,,,,,,,
12/13/2019 15:15,12/13/2019 15:17,0,100,149,1,12/13/2019 15:17,R_3fvDbDL7bryIvLR,23PCOG,1,12/13/2019,2,2,2,1,2,2,2,Get their spending under control so they know where their money is going.,Finish college,4,,
12/20/2019 8:57,12/27/2019 14:43,0,100,625585,1,12/27/2019 14:43,R_1ig29TrHUywKfA7,80RBIG,1,12/26/2019,,2,2,2,1,2,2,Develop financial roadmap to prepare for significant income changes in next 6 months. Review financials and create budget,Pay off debt,1,,
1/14/2020 16:40,1/14/2020 16:43,0,100,129,1,1/14/2020 16:43,R_rj8aBu9D95ATs9r,13SMIL,1,1/13/2020,1,2,2,2,2,2,2,figure out how to save more,,"2,7",Talk by phone in 2 weeks; meet in person in 4,
1/18/2020 18:05,1/18/2020 18:06,0,100,42,1,1/18/2020 18:06,R_12aRqZNbHpRWidw,,,,,,,,,,,,,,,
1/29/2020 14:55,1/29/2020 15:01,0,100,349,1,1/29/2020 15:01,R_AibZT4NO0HFyWXf,30SINS,1,1/29/2020,1,2,2,2,2,,,Something to automatically track her current spending behavior,"Loss of family income, big life insurance payout ",4,,
2/3/2020 14:18,2/3/2020 14:27,0,100,520,1,2/3/2020 14:27,R_2f3uxob5L13vXR0,6FSAI,1,2/3/2020,1,,,,,1,1,start investing,earn money before starting grad school,6,,
2/4/2020 10:44,2/4/2020 10:48,0,100,199,1,2/4/2020 10:48,R_3iPZSDi7GMOKTGN,31MMAN,1,2/3/2020,1,1,1,2,2,2,1,Fill in budget blanks,Start savings account,4,,
2/5/2020 19:51,2/5/2020 19:59,0,100,503,1,2/5/2020 19:59,R_2yjhgAehFSsHs6V,80KERG,1,1/3/2020,1,2,2,1,1,2,2,Develop a monthly budget,Get out of current car loan if possible,3,,
2/12/2020 8:54,2/12/2020 8:57,0,100,162,1,2/12/2020 8:57,R_1DOTe32H5gALliA,23AISA,1,2/11/2020,1,2,2,2,1,2,2,Pay off credit card debt,Get their budget under control so they can begin to save money,4,,
2/26/2020 14:51,2/26/2020 14:54,0,100,190,1,2/26/2020 14:54,R_2EmLLPelhKzuegS,12aano,1,2/23/2020,1,1,2,2,1,1,1,Make a plan for paying off student loans.,Save for retirement once full-time job starts.,4,,
2/27/2020 10:08,2/27/2020 10:48,0,100,2393,1,2/27/2020 10:48,R_2cqfCz8ejnk01lX,11hson,1,2/13/2020,1,1,2,2,1,2,2,To utilize a budget app on their phone for tracking expenses.,To pay off credit card debt as soon as possible.,"2,7","I feel that this first meeting went very well. She and I talked about short and long term goals such as following a budget on her phone, paying off credit card debt, and saving for emergencies and retirement. She is traveling for work these next couple of weeks and has decided to use a phone app to track her expenses. This is so that we can get a better idea of how her spending flows, so that we can get a better idea of how to trim them down to better meet her goals. We talked about different apps and I told her about the sources that i use for finding information about personal finance. I also told her about the booklets we offer and she took one of each with her. I really do feel that she has the savvy to keep good track of things, she just needs some guidance and encouragement. We set up our next meeting for March 5th at 10:00 A.M.",
2/28/2020 13:58,2/28/2020 14:09,0,100,660,1,2/28/2020 14:09,R_2VfFZN0aQOp5lbK,30MSy,1,1/5/2020,1,1,1,2,2,1,1,They wanted to be sure that they had enough money set aside to buy a car for her summer internship.,They wanted to save regularly to build her emergency fund. ,"4,5",,I was travelling for work so we met after 6 weeks. 
2/29/2020 13:23,2/29/2020 13:26,0,100,170,1,2/29/2020 13:26,R_30kr9ACWt1RnU2U,30ACoe,1,2/28/2020,1,1,1,1,1,2,1,"They wanted to figure out how much was coming in each month, which often fluctuated since she is hourly, to determine if it is enough to cover basic expenses each month. ","she wants to save enough money for health insurance, an emergency fund, and maybe also moving out into her own place. ",4,,"FYI this is a mentee that travels back and forth from Seattle, so she may be out of our usual geographic reach. She is in need of the services and is really exciting about working with our program."
2/25/2020 9:51,2/25/2020 9:57,0,18,379,0,3/3/2020 9:57,R_1kMi9tjpzexpjwS,,,,,,,,,,,,,,,
2/27/2020 10:05,2/27/2020 10:05,0,18,33,0,3/5/2020 10:05,R_1C8EqeaHrBsJ8Lk,,,,,,,,,,,,,,,
3/23/2020 15:59,3/23/2020 16:02,0,100,178,1,3/23/2020 16:02,R_ZgYL4K0mO64B22l,29Sbbs,1,3/23/2020,1,2,,1,1,2,2,Manage debt,Manage cash flow,1,,
4/10/2020 8:15,4/10/2020 8:24,0,100,551,1,4/10/2020 8:24,R_RCzSheRJzz4VHLb,22CTAN,1,4/9/2020,3,1,1,2,2,1,1,Question primarily about purchasing or renting new house due to job relocation,Obtaining work for partner at new location,"6,7",,Nice couple leaving Champaign to move to East Coast to work at a small private college. Very well educated.  Concerned about the much higher cost of living on East coast.  Will be leaving area in a few weeks.
4/11/2020 11:36,4/11/2020 11:40,0,100,215,1,4/11/2020 11:40,R_1Q0kAmLNgD5Gk5y,30CPEZ,1,4/3/2020,1,1,,,1,1,2,Get control of debt,Gain confidence in money management ability,3,,Meeting held using Zoom videoconference
